instance,n_customers,placement_seed,coverage,coverage_pct,pair_rank_within_coverage,node_i,node_j
tc0c10s3ct1.xml,10,20240529,0.2,20%,2,3,10
tc0c10s3ct1.xml,10,20240529,0.2,20%,3,3,4
tc0c10s3ct1.xml,10,20240529,0.2,20%,4,5,7
tc0c10s3ct1.xml,10,20240529,0.2,20%,5,1,5
tc0c10s3ct1.xml,10,20240529,0.2,20%,6,5,8
tc0c10s3ct1.xml,10,20240529,0.2,20%,7,8,10
tc0c10s3ct1.xml,10,20240529,0.2,20%,8,2,4
tc0c10s3ct1.xml,10,20240529,0.2,20%,9,1,9
tc0c10s3ct1.xml,10,20240529,0.3,30%,1,4,8
tc0c10s3ct1.xml,10,20240529,0.3,30%,2,3,10
tc0c10s3ct1.xml,10,20240529,0.3,30%,3,3,4
tc0c10s3ct1.xml,10,20240529,0.3,30%,4,5,7
tc0c10s3ct1.xml,10,20240529,0.3,30%,5,1,5
tc0c10s3ct1.xml,10,20240529,0.3,30%,6,5,8
tc0c10s3ct1.xml,10,20240529,0.3,30%,7,8,10
tc0c10s3ct1.xml,10,20240529,0.3,30%,8,2,4
tc0c10s3ct1.xml,10,20240529,0.3,30%,9,1,9
tc0c10s3ct1.xml,10,20240529,0.3,30%,10,8,9
tc0c10s3ct1.xml,10,20240529,0.3,30%,11,4,7
tc0c10s3ct1.xml,10,20240529,0.3,30%,12,1,6
tc0c10s3ct1.xml,10,20240529,0.3,30%,13,7,8
tc0c10s3ct1.xml,10,20240530,0.1,10%,1,3,4
tc0c10s3ct1.xml,10,20240530,0.1,10%,2,7,10
tc0c10s3ct1.xml,10,20240530,0.1,10%,3,1,5
tc0c10s3ct1.xml,10,20240530,0.1,10%,4,1,7
tc0c10s3ct1.xml,10,20240530,0.2,20%,1,3,4
tc0c10s3ct1.xml,10,20240530,0.2,20%,2,7,10
tc0c10s3ct1.xml,10,20240530,0.2,20%,3,1,5
tc0c10s3ct1.xml,10,20240530,0.2,20%,4,1,7
tc0c10s3ct1.xml,10,20240530,0.2,20%,5,1,10
tc0c10s3ct1.xml,10,20240530,0.2,20%,6,8,10
tc0c10s3ct1.xml,10,20240530,0.2,20%,7,6,7
tc0c10s3ct1.xml,10,20240530,0.2,20%,8,3,8
tc0c10s3ct1.xml,10,20240530,0.2,20%,9,6,10
tc0c10s3ct1.xml,10,20240530,0.3,30%,1,3,4
tc0c10s3ct1.xml,10,20240530,0.3,30%,2,7,10
tc0c10s3ct1.xml,10,20240530,0.3,30%,3,1,5
tc0c10s3ct1.xml,10,20240530,0.3,30%,4,1,7
tc0c10s3ct1.xml,10,20240530,0.3,30%,5,1,10
tc0c10s3ct1.xml,10,20240530,0.3,30%,6,8,10
tc0c10s3ct1.xml,10,20240530,0.3,30%,7,6,7
tc0c10s3ct1.xml,10,20240530,0.3,30%,8,3,8
tc0c10s3ct1.xml,10,20240530,0.3,30%,9,6,10
tc0c10s3ct1.xml,10,20240530,0.3,30%,10,5,10
tc0c10s3ct1.xml,10,20240530,0.3,30%,11,2,10
tc0c10s3ct1.xml,10,20240530,0.3,30%,12,1,9
tc0c10s3ct1.xml,10,20240530,0.3,30%,13,4,5
tc0c10s3ct1.xml,10,20240531,0.1,10%,1,1,10
tc0c10s3ct1.xml,10,20240531,0.1,10%,2,1,2
tc0c10s3ct1.xml,10,20240531,0.1,10%,3,1,8
tc0c10s3ct1.xml,10,20240531,0.1,10%,4,7,9
tc0c10s3ct1.xml,10,20240531,0.2,20%,1,1,10
tc0c10s3ct1.xml,10,20240531,0.2,20%,2,1,2
tc0c10s3ct1.xml,10,20240531,0.2,20%,3,1,8
tc0c10s3ct1.xml,10,20240531,0.2,20%,4,7,9
tc0c10s3ct1.xml,10,20240531,0.2,20%,5,3,8
tc0c10s3ct1.xml,10,20240531,0.2,20%,6,6,9
tc0c10s3ct1.xml,10,20240531,0.2,20%,7,4,9
tc0c10s3ct1.xml,10,20240531,0.2,20%,8,5,6
tc0c10s3ct1.xml,10,20240531,0.2,20%,9,6,7
tc0c10s3ct1.xml,10,20240531,0.3,30%,1,1,10
tc0c10s3ct1.xml,10,20240531,0.3,30%,2,1,2
tc0c10s3ct1.xml,10,20240531,0.3,30%,3,1,8
tc0c10s3ct1.xml,10,20240531,0.3,30%,4,7,9
tc0c10s3ct1.xml,10,20240531,0.3,30%,5,3,8
tc0c10s3ct1.xml,10,20240531,0.3,30%,6,6,9
tc0c10s3ct1.xml,10,20240531,0.3,30%,7,4,9
tc0c10s3ct1.xml,10,20240531,0.3,30%,8,5,6
tc0c10s3ct1.xml,10,20240531,0.3,30%,9,6,7
tc0c10s3ct1.xml,10,20240531,0.3,30%,10,2,3
tc0c10s3ct1.xml,10,20240531,0.3,30%,11,2,10
tc0c10s3ct1.xml,10,20240531,0.3,30%,12,3,6
tc0c10s3ct1.xml,10,20240531,0.3,30%,13,5,8
tc0c10s3ct1.xml,10,20240532,0.1,10%,1,3,9
tc0c10s3ct1.xml,10,20240532,0.1,10%,2,7,9
tc0c10s3ct1.xml,10,20240532,0.1,10%,3,3,5
tc0c10s3ct1.xml,10,20240532,0.1,10%,4,1,8
tc0c10s3ct1.xml,10,20240532,0.2,20%,1,3,9
tc0c10s3ct1.xml,10,20240532,0.2,20%,2,7,9
tc0c10s3ct1.xml,10,20240532,0.2,20%,3,3,5
tc0c10s3ct1.xml,10,20240532,0.2,20%,4,1,8
tc0c10s3ct1.xml,10,20240532,0.2,20%,5,5,9
tc0c10s3ct1.xml,10,20240532,0.2,20%,6,1,4
tc0c10s3ct1.xml,10,20240532,0.2,20%,7,6,9
tc0c10s3ct1.xml,10,20240532,0.2,20%,8,4,6
tc0c10s3ct1.xml,10,20240532,0.2,20%,9,5,7
tc0c10s3ct1.xml,10,20240532,0.3,30%,1,3,9
tc0c10s3ct1.xml,10,20240532,0.3,30%,2,7,9
tc0c10s3ct1.xml,10,20240532,0.3,30%,3,3,5
tc0c10s3ct1.xml,10,20240532,0.3,30%,4,1,8
tc0c10s3ct1.xml,10,20240532,0.3,30%,5,5,9
tc0c10s3ct1.xml,10,20240532,0.3,30%,6,1,4
tc0c10s3ct1.xml,10,20240532,0.3,30%,7,6,9
tc0c10s3ct1.xml,10,20240532,0.3,30%,8,4,6
tc0c10s3ct1.xml,10,20240532,0.3,30%,9,5,7
tc0c10s3ct1.xml,10,20240532,0.3,30%,10,3,8
tc0c10s3ct1.xml,10,20240532,0.3,30%,11,1,6
tc0c10s3ct1.xml,10,20240532,0.3,30%,12,1,7
tc0c10s3ct1.xml,10,20240532,0.3,30%,13,8,9
tc1c10s2cf2.xml,10,20240528,0.1,10%,1,1,8
tc1c10s2cf2.xml,10,20240528,0.1,10%,2,4,6
tc1c10s2cf2.xml,10,20240528,0.1,10%,3,3,8
tc1c10s2cf2.xml,10,20240528,0.1,10%,4,5,8
tc1c10s2cf2.xml,10,20240528,0.2,20%,1,1,8
tc1c10s2cf2.xml,10,20240528,0.2,20%,2,4,6
tc1c10s2cf2.xml,10,20240528,0.2,20%,3,3,8
tc1c10s2cf2.xml,10,20240528,0.2,20%,4,5,8
tc1c10s2cf2.xml,10,20240528,0.2,20%,5,1,9
tc1c10s2cf2.xml,10,20240528,0.2,20%,6,1,10
tc1c10s2cf2.xml,10,20240528,0.2,20%,7,2,6
tc1c10s2cf2.xml,10,20240528,0.2,20%,8,1,7
tc1c10s2cf2.xml,10,20240528,0.2,20%,9,7,8
tc1c10s2cf2.xml,10,20240528,0.3,30%,1,1,8
tc1c10s2cf2.xml,10,20240528,0.3,30%,2,4,6
tc1c10s2cf2.xml,10,20240528,0.3,30%,3,3,8
tc1c10s2cf2.xml,10,20240528,0.3,30%,4,5,8
tc1c10s2cf2.xml,10,20240528,0.3,30%,5,1,9
tc1c10s2cf2.xml,10,20240528,0.3,30%,6,1,10
tc1c10s2cf2.xml,10,20240528,0.3,30%,7,2,6
tc1c10s2cf2.xml,10,20240528,0.3,30%,8,1,7
tc1c10s2cf2.xml,10,20240528,0.3,30%,9,7,8
tc1c10s2cf2.xml,10,20240528,0.3,30%,10,2,8
tc1c10s2cf2.xml,10,20240528,0.3,30%,11,4,5
tc1c10s2cf2.xml,10,20240528,0.3,30%,12,4,7
tc1c10s2cf2.xml,10,20240528,0.3,30%,13,6,10
tc1c10s2cf2.xml,10,20240529,0.1,10%,1,6,8
tc1c10s2cf2.xml,10,20240529,0.1,10%,2,4,8
tc1c10s2cf2.xml,10,20240529,0.1,10%,3,2,10
tc1c10s2cf2.xml,10,20240529,0.1,10%,4,4,5
tc1c10s2cf2.xml,10,20240529,0.2,20%,1,6,8
tc1c10s2cf2.xml,10,20240529,0.2,20%,2,4,8
tc1c10s2cf2.xml,10,20240529,0.2,20%,3,2,10
tc1c10s2cf2.xml,10,20240529,0.2,20%,4,4,5
tc1c10s2cf2.xml,10,20240529,0.2,20%,5,4,6
tc1c10s2cf2.xml,10,20240529,0.2,20%,6,4,7
tc1c10s2cf2.xml,10,20240529,0.2,20%,7,5,7
tc1c10s2cf2.xml,10,20240529,0.2,20%,8,6,10
tc1c10s2cf2.xml,10,20240529,0.2,20%,9,3,10
tc1c10s2cf2.xml,10,20240529,0.3,30%,1,6,8
tc1c10s2cf2.xml,10,20240529,0.3,30%,2,4,8
tc1c10s2cf2.xml,10,20240529,0.3,30%,3,2,10
tc1c10s2cf2.xml,10,20240529,0.3,30%,4,4,5
tc1c10s2cf2.xml,10,20240529,0.3,30%,5,4,6
tc1c10s2cf2.xml,10,20240529,0.3,30%,6,4,7
tc1c10s2cf2.xml,10,20240529,0.3,30%,7,5,7
tc1c10s2cf2.xml,10,20240529,0.3,30%,8,6,10
tc1c10s2cf2.xml,10,20240529,0.3,30%,9,3,10
tc1c10s2cf2.xml,10,20240529,0.3,30%,10,5,6
tc1c10s2cf2.xml,10,20240529,0.3,30%,11,3,4
tc1c10s2cf2.xml,10,20240529,0.3,30%,12,6,9
tc1c10s2cf2.xml,10,20240529,0.3,30%,13,5,9
tc1c10s2cf2.xml,10,20240530,0.1,10%,1,8,9
tc1c10s2cf2.xml,10,20240530,0.1,10%,2,3,7
tc1c10s2cf2.xml,10,20240530,0.1,10%,3,2,9
tc1c10s2cf2.xml,10,20240530,0.1,10%,4,1,9
tc1c10s2cf2.xml,10,20240530,0.2,20%,1,8,9
tc1c10s2cf2.xml,10,20240530,0.2,20%,2,3,7
tc1c10s2cf2.xml,10,20240530,0.2,20%,3,2,9
tc1c10s2cf2.xml,10,20240530,0.2,20%,4,1,9
tc1c10s2cf2.xml,10,20240530,0.2,20%,5,7,8
tc1c10s2cf2.xml,10,20240530,0.2,20%,6,6,8
tc1c10s2cf2.xml,10,20240530,0.2,20%,7,1,2
tc1c10s2cf2.xml,10,20240530,0.2,20%,8,2,10
tc1c10s2cf2.xml,10,20240530,0.2,20%,9,6,10
tc1c10s2cf2.xml,10,20240530,0.3,30%,1,8,9
tc1c10s2cf2.xml,10,20240530,0.3,30%,2,3,7
tc1c10s2cf2.xml,10,20240530,0.3,30%,3,2,9
tc1c10s2cf2.xml,10,20240530,0.3,30%,4,1,9
tc1c10s2cf2.xml,10,20240530,0.3,30%,5,7,8
tc1c10s2cf2.xml,10,20240530,0.3,30%,6,6,8
tc1c10s2cf2.xml,10,20240530,0.3,30%,7,1,2
tc1c10s2cf2.xml,10,20240530,0.3,30%,8,2,10
tc1c10s2cf2.xml,10,20240530,0.3,30%,9,6,10
tc1c10s2cf2.xml,10,20240530,0.3,30%,10,5,9
tc1c10s2cf2.xml,10,20240530,0.3,30%,11,6,7
tc1c10s2cf2.xml,10,20240530,0.3,30%,12,1,10
tc1c10s2cf2.xml,10,20240530,0.3,30%,13,2,6
tc1c10s2cf2.xml,10,20240531,0.1,10%,1,2,4
tc1c10s2cf2.xml,10,20240531,0.1,10%,2,7,8
tc1c10s2cf2.xml,10,20240531,0.1,10%,3,2,3
tc1c10s2cf2.xml,10,20240531,0.1,10%,4,1,2
tc1c10s2cf2.xml,10,20240531,0.2,20%,1,2,4
tc1c10s2cf2.xml,10,20240531,0.2,20%,2,7,8
tc1c10s2cf2.xml,10,20240531,0.2,20%,3,2,3
tc1c10s2cf2.xml,10,20240531,0.2,20%,4,1,2
tc1c10s2cf2.xml,10,20240531,0.2,20%,5,1,5
tc1c10s2cf2.xml,10,20240531,0.2,20%,6,3,8
tc1c10s2cf2.xml,10,20240531,0.2,20%,7,1,7
tc1c10s2cf2.xml,10,20240531,0.2,20%,8,5,8
tc1c10s2cf2.xml,10,20240531,0.2,20%,9,2,5
tc1c10s2cf2.xml,10,20240531,0.3,30%,1,2,4
tc1c10s2cf2.xml,10,20240531,0.3,30%,2,7,8
tc1c10s2cf2.xml,10,20240531,0.3,30%,3,2,3
tc1c10s2cf2.xml,10,20240531,0.3,30%,4,1,2
tc1c10s2cf2.xml,10,20240531,0.3,30%,5,1,5
tc1c10s2cf2.xml,10,20240531,0.3,30%,6,3,8
tc1c10s2cf2.xml,10,20240531,0.3,30%,7,1,7
tc1c10s2cf2.xml,10,20240531,0.3,30%,8,5,8
tc1c10s2cf2.xml,10,20240531,0.3,30%,9,2,5
tc1c10s2cf2.xml,10,20240531,0.3,30%,10,6,8
tc1c10s2cf2.xml,10,20240531,0.3,30%,11,8,10
tc1c10s2cf2.xml,10,20240531,0.3,30%,12,1,8
tc1c10s2cf2.xml,10,20240531,0.3,30%,13,2,9
tc1c10s2cf2.xml,10,20240532,0.1,10%,1,1,7
tc1c10s2cf2.xml,10,20240532,0.1,10%,2,2,10
tc1c10s2cf2.xml,10,20240532,0.1,10%,3,6,8
tc1c10s2cf2.xml,10,20240532,0.1,10%,4,3,4
tc1c10s2cf2.xml,10,20240532,0.2,20%,1,1,7
tc1c10s2cf2.xml,10,20240532,0.2,20%,2,2,10
tc1c10s2cf2.xml,10,20240532,0.2,20%,3,6,8
tc1c10s2cf2.xml,10,20240532,0.2,20%,4,3,4
tc1c10s2cf2.xml,10,20240532,0.2,20%,5,7,10
tc1c10s2cf2.xml,10,20240532,0.2,20%,6,1,8
tc1c10s2cf2.xml,10,20240532,0.2,20%,7,4,6
tc1c10s2cf2.xml,10,20240532,0.2,20%,8,8,10
tc1c10s2cf2.xml,10,20240532,0.2,20%,9,5,10
tc1c10s2cf2.xml,10,20240532,0.3,30%,1,1,7
tc1c10s2cf2.xml,10,20240532,0.3,30%,2,2,10
tc1c10s2cf2.xml,10,20240532,0.3,30%,3,6,8
tc1c10s2cf2.xml,10,20240532,0.3,30%,4,3,4
tc1c10s2cf2.xml,10,20240532,0.3,30%,5,7,10
tc1c10s2cf2.xml,10,20240532,0.3,30%,6,1,8
tc1c10s2cf2.xml,10,20240532,0.3,30%,7,4,6
tc1c10s2cf2.xml,10,20240532,0.3,30%,8,8,10
tc1c10s2cf2.xml,10,20240532,0.3,30%,9,5,10
tc1c10s2cf2.xml,10,20240532,0.3,30%,10,6,10
tc1c10s2cf2.xml,10,20240532,0.3,30%,11,2,5
tc1c10s2cf2.xml,10,20240532,0.3,30%,12,1,5
tc1c10s2cf2.xml,10,20240532,0.3,30%,13,2,7
tc1c10s2cf3.xml,10,20240528,0.1,10%,1,4,6
tc1c10s2cf3.xml,10,20240528,0.1,10%,2,6,7
tc1c10s2cf3.xml,10,20240528,0.1,10%,3,1,6
tc1c10s2cf3.xml,10,20240528,0.1,10%,4,1,7
tc1c10s2cf3.xml,10,20240528,0.2,20%,1,4,6
tc1c10s2cf3.xml,10,20240528,0.2,20%,2,6,7
tc1c10s2cf3.xml,10,20240528,0.2,20%,3,1,6
tc1c10s2cf3.xml,10,20240528,0.2,20%,4,1,7
tc1c10s2cf3.xml,10,20240528,0.2,20%,5,2,9
tc1c10s2cf3.xml,10,20240528,0.2,20%,6,3,5
tc1c10s2cf3.xml,10,20240528,0.2,20%,7,2,7
tc1c10s2cf3.xml,10,20240528,0.2,20%,8,8,9
tc1c10s2cf3.xml,10,20240528,0.2,20%,9,1,9
tc1c10s2cf3.xml,10,20240528,0.3,30%,1,4,6
tc1c10s2cf3.xml,10,20240528,0.3,30%,2,6,7
tc1c10s2cf3.xml,10,20240528,0.3,30%,3,1,6
tc1c10s2cf3.xml,10,20240528,0.3,30%,4,1,7
tc1c10s2cf3.xml,10,20240528,0.3,30%,5,2,9
tc1c10s2cf3.xml,10,20240528,0.3,30%,6,3,5
tc1c10s2cf3.xml,10,20240528,0.3,30%,7,2,7
tc1c10s2cf3.xml,10,20240528,0.3,30%,8,8,9
tc1c10s2cf3.xml,10,20240528,0.3,30%,9,1,9
tc1c10s2cf3.xml,10,20240528,0.3,30%,10,7,9
tc1c10s2cf3.xml,10,20240528,0.3,30%,11,5,9
tc1c10s2cf3.xml,10,20240528,0.3,30%,12,1,2
tc1c10s2cf3.xml,10,20240528,0.3,30%,13,4,5
tc1c10s2cf3.xml,10,20240529,0.1,10%,1,4,6
tc1c10s2cf3.xml,10,20240529,0.1,10%,2,6,8
tc1c10s2cf3.xml,10,20240529,0.1,10%,3,7,9
tc1c10s2cf3.xml,10,20240529,0.1,10%,4,3,8
tc1c10s2cf3.xml,10,20240529,0.2,20%,1,4,6
tc1c10s2cf3.xml,10,20240529,0.2,20%,2,6,8
tc1c10s2cf3.xml,10,20240529,0.2,20%,3,7,9
tc1c10s2cf3.xml,10,20240529,0.2,20%,4,3,8
tc1c10s2cf3.xml,10,20240529,0.2,20%,5,6,7
tc1c10s2cf3.xml,10,20240529,0.2,20%,6,3,9
tc1c10s2cf3.xml,10,20240529,0.2,20%,7,1,3
tc1c10s2cf3.xml,10,20240529,0.2,20%,8,4,8
tc1c10s2cf3.xml,10,20240529,0.2,20%,9,6,9
tc1c10s2cf3.xml,10,20240529,0.3,30%,1,4,6
tc1c10s2cf3.xml,10,20240529,0.3,30%,2,6,8
tc1c10s2cf3.xml,10,20240529,0.3,30%,3,7,9
tc1c10s2cf3.xml,10,20240529,0.3,30%,4,3,8
tc1c10s2cf3.xml,10,20240529,0.3,30%,5,6,7
tc1c10s2cf3.xml,10,20240529,0.3,30%,6,3,9
tc1c10s2cf3.xml,10,20240529,0.3,30%,7,1,3
tc1c10s2cf3.xml,10,20240529,0.3,30%,8,4,8
tc1c10s2cf3.xml,10,20240529,0.3,30%,9,6,9
tc1c10s2cf3.xml,10,20240529,0.3,30%,10,6,10
tc1c10s2cf3.xml,10,20240529,0.3,30%,11,1,6
tc1c10s2cf3.xml,10,20240529,0.3,30%,12,8,9
tc1c10s2cf3.xml,10,20240529,0.3,30%,13,4,10
tc1c10s2cf3.xml,10,20240530,0.1,10%,1,3,6
tc1c10s2cf3.xml,10,20240530,0.1,10%,2,4,5
tc1c10s2cf3.xml,10,20240530,0.1,10%,3,1,7
tc1c10s2cf3.xml,10,20240530,0.1,10%,4,8,9
tc1c10s2cf3.xml,10,20240530,0.2,20%,1,3,6
tc1c10s2cf3.xml,10,20240530,0.2,20%,2,4,5
tc1c10s2cf3.xml,10,20240530,0.2,20%,3,1,7
tc1c10s2cf3.xml,10,20240530,0.2,20%,4,8,9
tc1c10s2cf3.xml,10,20240530,0.2,20%,5,4,7
tc1c10s2cf3.xml,10,20240530,0.2,20%,6,1,6
tc1c10s2cf3.xml,10,20240530,0.2,20%,7,7,8
tc1c10s2cf3.xml,10,20240530,0.2,20%,8,3,9
tc1c10s2cf3.xml,10,20240530,0.2,20%,9,2,9
tc1c10s2cf3.xml,10,20240530,0.3,30%,1,3,6
tc1c10s2cf3.xml,10,20240530,0.3,30%,2,4,5
tc1c10s2cf3.xml,10,20240530,0.3,30%,3,1,7
tc1c10s2cf3.xml,10,20240530,0.3,30%,4,8,9
tc1c10s2cf3.xml,10,20240530,0.3,30%,5,4,7
tc1c10s2cf3.xml,10,20240530,0.3,30%,6,1,6
tc1c10s2cf3.xml,10,20240530,0.3,30%,7,7,8
tc1c10s2cf3.xml,10,20240530,0.3,30%,8,3,9
tc1c10s2cf3.xml,10,20240530,0.3,30%,9,2,9
tc1c10s2cf3.xml,10,20240530,0.3,30%,10,4,8
tc1c10s2cf3.xml,10,20240530,0.3,30%,11,4,10
tc1c10s2cf3.xml,10,20240530,0.3,30%,12,4,9
tc1c10s2cf3.xml,10,20240530,0.3,30%,13,8,10
tc1c10s2cf3.xml,10,20240531,0.1,10%,1,1,8
tc1c10s2cf3.xml,10,20240531,0.1,10%,2,1,10
tc1c10s2cf3.xml,10,20240531,0.1,10%,3,1,4
tc1c10s2cf3.xml,10,20240531,0.1,10%,4,3,5
tc1c10s2cf3.xml,10,20240531,0.2,20%,1,1,8
tc1c10s2cf3.xml,10,20240531,0.2,20%,2,1,10
tc1c10s2cf3.xml,10,20240531,0.2,20%,3,1,4
tc1c10s2cf3.xml,10,20240531,0.2,20%,4,3,5
tc1c10s2cf3.xml,10,20240531,0.2,20%,5,6,10
tc1c10s2cf3.xml,10,20240531,0.2,20%,6,2,7
tc1c10s2cf3.xml,10,20240531,0.2,20%,7,1,3
tc1c10s2cf3.xml,10,20240531,0.2,20%,8,4,8
tc1c10s2cf3.xml,10,20240531,0.2,20%,9,6,7
tc1c10s2cf3.xml,10,20240531,0.3,30%,1,1,8
tc1c10s2cf3.xml,10,20240531,0.3,30%,2,1,10
tc1c10s2cf3.xml,10,20240531,0.3,30%,3,1,4
tc1c10s2cf3.xml,10,20240531,0.3,30%,4,3,5
tc1c10s2cf3.xml,10,20240531,0.3,30%,5,6,10
tc1c10s2cf3.xml,10,20240531,0.3,30%,6,2,7
tc1c10s2cf3.xml,10,20240531,0.3,30%,7,1,3
tc1c10s2cf3.xml,10,20240531,0.3,30%,8,4,8
tc1c10s2cf3.xml,10,20240531,0.3,30%,9,6,7
tc1c10s2cf3.xml,10,20240531,0.3,30%,10,1,5
tc1c10s2cf3.xml,10,20240531,0.3,30%,11,2,6
tc1c10s2cf3.xml,10,20240531,0.3,30%,12,3,9
tc1c10s2cf3.xml,10,20240531,0.3,30%,13,2,9
tc1c10s2cf3.xml,10,20240532,0.1,10%,1,2,7
tc1c10s2cf3.xml,10,20240532,0.1,10%,2,1,10
tc1c10s2cf3.xml,10,20240532,0.1,10%,3,3,7
tc1c10s2cf3.xml,10,20240532,0.1,10%,4,8,10
tc1c10s2cf3.xml,10,20240532,0.2,20%,1,2,7
tc1c10s2cf3.xml,10,20240532,0.2,20%,2,1,10
tc1c10s2cf3.xml,10,20240532,0.2,20%,3,3,7
tc1c10s2cf3.xml,10,20240532,0.2,20%,4,8,10
tc1c10s2cf3.xml,10,20240532,0.2,20%,5,3,10
tc1c10s2cf3.xml,10,20240532,0.2,20%,6,3,5
tc1c10s2cf3.xml,10,20240532,0.2,20%,7,2,6
tc1c10s2cf3.xml,10,20240532,0.2,20%,8,5,9
tc1c10s2cf3.xml,10,20240532,0.2,20%,9,5,8
tc1c10s2cf3.xml,10,20240532,0.3,30%,1,2,7
tc1c10s2cf3.xml,10,20240532,0.3,30%,2,1,10
tc1c10s2cf3.xml,10,20240532,0.3,30%,3,3,7
tc1c10s2cf3.xml,10,20240532,0.3,30%,4,8,10
tc1c10s2cf3.xml,10,20240532,0.3,30%,5,3,10
tc1c10s2cf3.xml,10,20240532,0.3,30%,6,3,5
tc1c10s2cf3.xml,10,20240532,0.3,30%,7,2,6
tc1c10s2cf3.xml,10,20240532,0.3,30%,8,5,9
tc1c10s2cf3.xml,10,20240532,0.3,30%,9,5,8
tc1c10s2cf3.xml,10,20240532,0.3,30%,10,1,7
tc1c10s2cf3.xml,10,20240532,0.3,30%,11,3,8
tc1c10s2cf3.xml,10,20240532,0.3,30%,12,2,8
tc1c10s2cf3.xml,10,20240532,0.3,30%,13,4,8
tc1c10s2cf4.xml,10,20240528,0.1,10%,1,5,6
tc1c10s2cf4.xml,10,20240528,0.1,10%,2,3,7
tc1c10s2cf4.xml,10,20240528,0.1,10%,3,4,10
tc1c10s2cf4.xml,10,20240528,0.1,10%,4,1,3
tc1c10s2cf4.xml,10,20240528,0.2,20%,1,5,6
tc1c10s2cf4.xml,10,20240528,0.2,20%,2,3,7
tc1c10s2cf4.xml,10,20240528,0.2,20%,3,4,10
tc1c10s2cf4.xml,10,20240528,0.2,20%,4,1,3
tc1c10s2cf4.xml,10,20240528,0.2,20%,5,6,9
tc1c10s2cf4.xml,10,20240528,0.2,20%,6,4,9
tc1c10s2cf4.xml,10,20240528,0.2,20%,7,4,5
tc1c10s2cf4.xml,10,20240528,0.2,20%,8,3,6
tc1c10s2cf4.xml,10,20240528,0.2,20%,9,1,9
tc1c10s2cf4.xml,10,20240528,0.3,30%,1,5,6
tc1c10s2cf4.xml,10,20240528,0.3,30%,2,3,7
tc1c10s2cf4.xml,10,20240528,0.3,30%,3,4,10
tc1c10s2cf4.xml,10,20240528,0.3,30%,4,1,3
tc1c10s2cf4.xml,10,20240528,0.3,30%,5,6,9
tc1c10s2cf4.xml,10,20240528,0.3,30%,6,4,9
tc1c10s2cf4.xml,10,20240528,0.3,30%,7,4,5
tc1c10s2cf4.xml,10,20240528,0.3,30%,8,3,6
tc1c10s2cf4.xml,10,20240528,0.3,30%,9,1,9
tc1c10s2cf4.xml,10,20240528,0.3,30%,10,2,7
tc1c10s2cf4.xml,10,20240528,0.3,30%,11,1,6
tc1c10s2cf4.xml,10,20240528,0.3,30%,12,4,8
tc1c10s2cf4.xml,10,20240528,0.3,30%,13,2,3
tc1c10s2cf4.xml,10,20240529,0.1,10%,1,7,8
tc1c10s2cf4.xml,10,20240529,0.1,10%,2,4,10
tc1c10s2cf4.xml,10,20240529,0.1,10%,3,4,8
tc1c10s2cf4.xml,10,20240529,0.1,10%,4,1,6
tc1c10s2cf4.xml,10,20240529,0.2,20%,1,7,8
tc1c10s2cf4.xml,10,20240529,0.2,20%,2,4,10
tc1c10s2cf4.xml,10,20240529,0.2,20%,3,4,8
tc1c10s2cf4.xml,10,20240529,0.2,20%,4,1,6
tc1c10s2cf4.xml,10,20240529,0.2,20%,5,5,7
tc1c10s2cf4.xml,10,20240529,0.2,20%,6,4,6
tc1c10s2cf4.xml,10,20240529,0.2,20%,7,5,10
tc1c10s2cf4.xml,10,20240529,0.2,20%,8,3,10
tc1c10s2cf4.xml,10,20240529,0.2,20%,9,6,9
tc1c10s2cf4.xml,10,20240529,0.3,30%,1,7,8
tc1c10s2cf4.xml,10,20240529,0.3,30%,2,4,10
tc1c10s2cf4.xml,10,20240529,0.3,30%,3,4,8
tc1c10s2cf4.xml,10,20240529,0.3,30%,4,1,6
tc1c10s2cf4.xml,10,20240529,0.3,30%,5,5,7
tc1c10s2cf4.xml,10,20240529,0.3,30%,6,4,6
tc1c10s2cf4.xml,10,20240529,0.3,30%,7,5,10
tc1c10s2cf4.xml,10,20240529,0.3,30%,8,3,10
tc1c10s2cf4.xml,10,20240529,0.3,30%,9,6,9
tc1c10s2cf4.xml,10,20240529,0.3,30%,10,1,7
tc1c10s2cf4.xml,10,20240529,0.3,30%,11,1,5
tc1c10s2cf4.xml,10,20240529,0.3,30%,12,7,10
tc1c10s2cf4.xml,10,20240529,0.3,30%,13,2,10
tc1c10s2cf4.xml,10,20240530,0.1,10%,1,1,8
tc1c10s2cf4.xml,10,20240530,0.1,10%,2,6,9
tc1c10s2cf4.xml,10,20240530,0.1,10%,3,3,5
tc1c10s2cf4.xml,10,20240530,0.1,10%,4,3,8
tc1c10s2cf4.xml,10,20240530,0.2,20%,1,1,8
tc1c10s2cf4.xml,10,20240530,0.2,20%,2,6,9
tc1c10s2cf4.xml,10,20240530,0.2,20%,3,3,5
tc1c10s2cf4.xml,10,20240530,0.2,20%,4,3,8
tc1c10s2cf4.xml,10,20240530,0.2,20%,5,1,10
tc1c10s2cf4.xml,10,20240530,0.2,20%,6,1,9
tc1c10s2cf4.xml,10,20240530,0.2,20%,7,8,10
